,m_a [eV],G_ap[GeV^-1]
705,3.66e-09,1.27e-10
706,3.69e-09,2.14e-10
707,3.72e-09,1.24e-10
708,3.75e-09,1.24e-10
709,3.78e-09,1.25e-10
710,3.81e-09,1.25e-10
711,3.84e-09,1.3e-10
712,3.87e-09,1.25e-10
713,3.9e-09,1.27e-10
714,3.93e-09,1.27e-10
715,3.96e-09,1.27e-10
716,4e-09,1.28e-10
717,4.03e-09,1.28e-10
718,4.06e-09,1.28e-10
719,4.09e-09,1.29e-10
720,4.13e-09,1.31e-10
721,4.15e-09,1.31e-10
722,4.19e-09,1.3e-10
723,4.22e-09,1.3e-10
724,4.25e-09,1.31e-10
725,4.29e-09,1.31e-10
726,4.32e-09,1.31e-10
727,4.36e-09,1.33e-10
728,4.39e-09,1.32e-10
729,4.43e-09,1.34e-10
730,4.46e-09,1.34e-10
731,4.5e-09,1.34e-10
732,4.54e-09,1.34e-10
733,4.57e-09,1.36e-10
734,4.61e-09,1.36e-10
735,4.65e-09,1.36e-10
736,4.69e-09,1.36e-10
737,4.72e-09,1.37e-10
738,4.76e-09,1.39e-10
739,4.8e-09,1.37e-10
740,4.84e-09,1.38e-10
741,4.88e-09,1.38e-10
742,4.92e-09,1.39e-10
743,4.96e-09,1.4e-10
744,5e-09,1.41e-10
745,5.04e-09,1.4e-10
746,5.08e-09,1.41e-10
747,5.12e-09,1.42e-10
748,5.16e-09,1.55e-10
749,5.2e-09,1.43e-10
750,5.24e-09,1.45e-10
751,5.29e-09,1.44e-10
752,5.33e-09,1.46e-10
753,5.37e-09,1.44e-10
754,5.41e-09,1.47e-10
755,5.46e-09,1.46e-10
756,5.5e-09,1.48e-10
757,5.55e-09,1.49e-10
758,5.59e-09,1.5e-10
759,5.64e-09,1.49e-10
760,5.68e-09,1.5e-10
761,5.73e-09,1.52e-10
762,5.77e-09,1.53e-10
763,5.82e-09,1.52e-10
764,5.87e-09,1.54e-10
765,5.91e-09,1.54e-10
766,5.96e-09,1.54e-10
767,6.01e-09,1.56e-10
768,6.06e-09,1.58e-10
769,6.11e-09,1.57e-10
770,6.16e-09,1.58e-10
771,6.21e-09,1.57e-10
772,6.26e-09,1.59e-10
773,6.31e-09,1.59e-10
774,6.36e-09,1.6e-10
775,6.41e-09,1.61e-10
776,6.46e-09,1.61e-10
777,6.51e-09,1.64e-10
778,6.57e-09,1.65e-10
779,6.62e-09,1.66e-10
780,6.67e-09,1.66e-10
781,6.73e-09,1.67e-10
782,6.78e-09,1.71e-10
783,6.83e-09,1.69e-10
784,6.89e-09,1.69e-10
785,6.94e-09,1.71e-10
786,7e-09,1.71e-10
787,7.06e-09,1.73e-10
788,7.11e-09,1.75e-10
789,7.17e-09,1.75e-10
790,7.23e-09,1.77e-10
791,7.29e-09,1.77e-10
792,7.35e-09,1.88e-10
793,7.41e-09,1.79e-10
794,7.47e-09,1.81e-10
795,7.53e-09,1.82e-10
796,7.59e-09,1.83e-10
797,7.65e-09,1.84e-10
798,7.71e-09,1.9e-10
799,7.77e-09,1.97e-10
800,7.83e-09,1.95e-10
801,7.9e-09,1.91e-10
802,7.96e-09,1.9e-10
803,8.03e-09,1.92e-10
804,8.09e-09,2e-10
805,8.16e-09,1.95e-10
806,8.22e-09,2e-10
807,8.29e-09,1.96e-10
808,8.31e-09,1.97e-10
809,8.37e-09,2e-10
810,8.44e-09,2.01e-10
811,8.51e-09,2.15e-10
812,8.58e-09,2.05e-10
813,8.65e-09,2.05e-10
814,8.72e-09,2.07e-10
815,8.79e-09,2.2e-10
816,8.86e-09,2.14e-10
817,8.93e-09,2.14e-10
818,9e-09,2.23e-10
819,9.07e-09,2.17e-10
820,9.15e-09,2.2e-10
821,9.22e-09,2.21e-10
822,9.29e-09,2.38e-10
823,9.37e-09,2.27e-10
824,9.45e-09,2.28e-10
825,9.52e-09,2.5e-10
826,9.6e-09,2.32e-10
827,9.68e-09,2.33e-10
828,9.75e-09,2.36e-10
829,9.83e-09,2.49e-10
830,9.91e-09,2.54e-10
831,9.99e-09,2.43e-10
832,1.01e-08,2.44e-10
833,1.02e-08,2.64e-10
834,1.02e-08,2.48e-10
835,1.03e-08,2.63e-10
836,1.04e-08,2.53e-10
837,1.05e-08,2.53e-10
838,1.06e-08,2.63e-10
839,1.07e-08,2.59e-10
840,1.07e-08,2.76e-10
841,1.08e-08,2.69e-10
842,1.09e-08,2.69e-10
843,1.1e-08,3.16e-10
844,1.11e-08,2.79e-10
845,1.12e-08,2.76e-10
846,1.13e-08,2.93e-10
847,1.14e-08,2.93e-10
848,1.15e-08,2.84e-10
849,1.16e-08,2.89e-10
850,1.16e-08,2.88e-10
851,1.17e-08,2.97e-10
852,1.18e-08,2.99e-10
853,1.19e-08,3.05e-10
854,1.2e-08,3.15e-10
855,1.21e-08,3.15e-10
856,1.22e-08,3.13e-10
857,1.23e-08,3.22e-10
858,1.23e-08,1.0
